x,y,z
18.384,5.964,5.25
-4.49,11.721,-16.805
-25.598,2.692,-12.379
5.92,-9.726,-2.09
-21.939,-4.069,12.367
-1.085,1.227,-18.185
15.261,0.575,5.027
21.921,4.589,4.914
-3.885,-5.066,-16.207
-16.536,-3.331,-5.647
19.01,-5.827,9.123
-3.906,12.578,9.944
9.725,3.563,12.96
6.344,-7.349,-3.605
8.513,1.978,-5.351
-6.181,3.375,-6.55
-6.027,-8.786,-7.287
1.797,-0.487,-5.561
2.342,-12.695,1.019
-8.701,7.661,11.127
24.847,1.541,3.412
4.071,-13.648,-14.345
-8.927,-15.958,6.25
-2.414,-9.411,-17.288
-3.384,10.159,-2.7
-12.085,12.997,14.284
2.596,0.545,18.057
22.625,-0.87,10.41
5.475,17.005,-2.492
26.692,-2.415,0.602
9.197,4.885,-11.536
24.211,-0.614,2.294
1.888,15.979,-9.568
-18.065,9.811,11.762
6.015,-10.113,-17.327
4.268,4.132,-9.769
-3.444,-4.017,-18.192
-19.236,-3.748,10.888
-15.596,-2.379,-9.12
-16.511,-4.096,-4.544
14.597,-3.265,8.562
-6.562,-12.839,-12.654
-8.769,-10.177,18.611
-14.799,-7.969,14.885
-13.017,13.774,8.615
4.236,15.847,-8.992
-13.194,14.105,8.763
8.648,1.785,-11.337
0.219,7.906,-6.285
-4.973,13.141,7.897
-4.735,11.196,16.553
0.422,4.312,-3.869
-16.862,-5.581,14.961
1.358,16.088,1.028
0.784,-8.579,7.142
-7.153,-1.048,11.508
7.85,11.811,4.546
19.905,-2.665,10.384
-2.733,-0.467,-23.109
-5.059,-5.438,5.137
28.219,-8.062,2.93
-6.737,13.169,4.398
-6.065,0.037,-5.887
-17.187,-0.874,9.176
-5.23,9.21,9.919
6.048,-13.698,-2.447
-20.344,-2.21,0.095
-14.583,9.443,10.302
-17.021,2.523,-4.965
1.591,12.81,5.015
6.319,10.279,4.347
4.773,15.393,-3.429
25.59,-0.102,-1.688
-3.181,-6.721,-10.736
-11.089,-12.001,10.272
-1.707,14.395,-13.305
6.407,11.807,-6.273
3.11,-9.372,-19.356
11.686,-9.794,3.255
10.1,6.271,12.401
7.21,-3.193,3.883
-11.161,-9.835,11.308
26.216,-9.44,2.286
-11.679,10.86,4.184
18.248,-6.483,6.846
3.71,-1.41,11.067
-7.575,-14.871,-15.525
16.554,0.182,7.517
-3.582,9.546,10.911
4.082,-14.413,-13.656
2.731,-11.422,4.184
-5.31,7.395,17.653
7.296,0.942,0.686
17.867,-8.31,-3.55
3.881,-6.864,-18.459
3.993,10.184,7.508
-4.838,-2.048,-16.455
-8.589,-8.112,-14.313
-15.405,9.569,7.117
1.148,20.011,0.113
7.327,3.968,-9.003
8.543,-4.788,0.473
-1.827,-8.357,-18.863
-15.958,-6.908,9.643
4.648,-1.467,-0.878
-7.017,7.353,-8.306
-9.84,16.254,5.369
-1.549,3.839,11.593
24.342,4.778,-5.468
2.115,-15.692,-11.391
3.501,-12.284,10.263
18.016,6.733,8.291
-0.701,10.971,12.421
1.155,4.604,-0.916
-12.392,-10.005,16.652
0.471,8.07,0.406
-1.923,-16.368,-18.566
-16.753,5.518,12.772
9.433,5.346,-4.913
-18.317,-1.504,6.954
3.725,6.887,14.106
-5.655,11.541,16.443
-8.509,-0.085,15.603
-7.75,-13.856,-9.439
-15.024,8.029,11.82
-8.97,-4.043,-20.927
24.804,2.934,-0.618
17.498,-5.568,-4.44
-4.338,-17.064,-16.008
11.133,-3.933,-1.773
6.34,1.061,-9.929
4.295,-16.29,-10.867
3.248,-13.147,2.959
-6.505,4.952,-7.545
-3.965,18.937,5.895
20.594,-6.803,3.502
26.907,-6.332,-5.189
17.393,-8.086,-5.382
22.964,3.666,3.603
-5.663,2.991,-6.375
-1.423,-4.36,-2.272
-18.844,-4.122,-10.255
-1.336,-3.384,-3.493
-4.072,-12.212,-20.262
20.496,-11.683,-0.386
26.951,-10.237,-1.998
6.19,-0.792,-10.627
5.446,-3.312,-24.307
-1.029,0.056,3.015
-3.772,-15.405,-13.544
-5.797,-10.719,-14.914
-4.395,16.893,0.592
3.794,-8.04,2.271
-11.094,7.668,4.796
-10.096,-2.077,3.897
24.246,-2.573,2.744
-6.675,-10.757,-19.645
5.717,1.682,-6.139
25.858,-6.386,1.606
-2.748,1.939,5.142
-10.554,-10.527,13.321
18.087,-10.034,0.796
-0.024,2.048,0.953
-5.495,9.893,8.41
18.419,-7.865,1.456
-14.945,-0.565,-1.614
-11.01,11.134,16.655
0.544,5.085,-1.876
-17.872,8.435,12.006
29.591,-5.022,-4.665
5.637,10.306,-0.886
6.806,11.133,1.081
-17.93,-0.373,-2.466
6.172,0.676,0.704
7.042,6.615,4.463
-0.117,16.116,7.923
-21.462,-3.835,6.32
26.547,-7.415,-2.121
-9.545,-8.06,-18.781
19.626,1.279,5.469
-9.171,1.534,12.327
-17.531,-4.09,-1.981
3.565,12.251,6.176
-15.215,-6.223,-6.688
-6.342,0.865,-9.109
-9.084,-2.623,-15.485
-17.905,-1.121,9.336
-20.492,-0.001,-6.775
21.433,-6.948,7.492
15.841,-7.278,7.462
-4.232,0.62,11.12
-3.042,18.045,6.315
-1.261,-14.911,4.829
-10.805,-11.297,11.689
-14.788,8.119,12.301
-10.919,-7.443,-1.176
-2.092,-15.177,6.917
-6.631,8.474,14.283
0.724,5.117,17.886
8.222,2.115,0.416
-8.891,17.034,18.71
-0.655,10.479,2.413
-10.501,5.697,-2.519
-3.32,-2.338,-16.056
-16.375,14.557,6.799
20.583,7.117,7.013
-4.114,-2.153,-15.2
-1.298,15.349,-12.066
1.162,9.114,4.427
-20.416,-2.824,-12.261
-14.917,-7.769,-4.354
4.347,-7.525,2.764
-21.208,-5.685,-1.11
0.26,2.306,1.241
-24.991,-1.766,-3.083
-9.867,19.083,13.971
-10.378,14.355,15.357
-16.487,12.037,10.555
3.624,12.106,-0.028
-17.911,-1.882,-8.64
17.685,6.821,1.355
-3.006,10.06,-4.836
21.4,5.608,1.975
-8.568,9.572,6.858
-10.633,-10.791,13.563
-5.23,-13.611,-16.788
-19.127,-3.43,2.901
2.215,-11.521,-15.68
23.876,-9.508,4.302
-20.135,-5.747,8.713
6.461,12.069,4.454
0.807,6.531,18.372
9.841,4.414,12.29
-6.035,-12.21,-17.629
-10.105,15.508,13.237
29.274,-5.897,-1.889
-11.48,4.255,12.997
5.431,5.796,11.872
-22.952,-2.722,-11.701
26.273,-7.084,-3.76
-0.119,15.592,1.225
-17.925,-0.641,-2.266
18.526,-8.636,-1.629
-12.401,10.217,13.866
-19.235,-7.87,2.612
6.457,14.405,2.538
0.205,5.823,-4.212
-8.312,-4.303,-21.833
-11.939,-5.97,20.12
-4.128,-17.114,-12.291
0.459,-6.045,-19.264
-14.002,-3.661,-2.939
-1.354,15.065,1.255
1.584,-12.677,-0.129
-10.198,-11.991,13.856
-9.984,-1.161,6.315
3.958,-11.354,5.747
-4.395,2.504,8.186
-9.965,16.78,19.576
5.786,7.914,-7.68
-24.194,-1.313,-13.78
-1.439,-1.922,-15.897
21.83,-7.169,0.38
21.802,-7.588,-0.291
6.086,-7.869,-25.04
29.114,-3.918,0.572
-18.588,1.243,5.287
-5.081,8.114,10.473
15.669,-1.538,8.333
10.953,-4.951,-1.241
0.078,-8.155,-14.104
-8.2,-2.792,-8.509
-13.247,8.125,8.493
0.868,-9.953,-16.156
-0.323,10.131,5.438
-7.568,-11.403,-17.926
7.023,-1.334,1.026
1.365,-7.58,-21.426
-10.455,16.211,4.632
-6.128,9.177,3.991
-3.773,1.033,-5.205
7.1,-2.634,-22.121
2.359,-4.451,-14.551
6.41,0.684,0.802
-20.199,-0.109,-4.208
2.453,-2.194,-7.947
28.727,-1.671,6.177
-12.234,-4.906,-14.121
-0.644,15.859,1.014
-8.245,15.973,5.543
-6.708,-1.585,11.267
-12.702,13.9,15.024
-3.355,3.547,-7.689
-2.849,8.033,-2.193
10.73,2.469,0.163
-23.139,1.411,-5.802
4.327,0.652,-13.148
4.896,-4.017,-19.646
-9.777,6.207,9.16
-2.086,5.366,9.827
-15.131,-5.303,9.71
5.556,8.437,-10.302
-2.501,-15.465,7.175
2.355,-6.356,-20.736
-4.078,3.397,18.777
-0.543,-14.8,9.273
-17.868,-5.043,14.906
-8.716,-6.996,-18.402
-9.072,3.896,14.455
-13.555,13.816,5.617
-7.902,12.075,8.49
-4.65,3.256,18.975
-22.071,2.135,1.469
3.698,10.604,0.939
-5.822,11.837,-14.719
27.074,-5.331,-6.332
-6.426,-14.617,-9.323
21.65,5.927,-0.968
11.03,12.916,0.209
-3.282,-18.044,7.629
-2.895,5.641,0.111
5.874,-4.159,-22.214
-6.611,-0.059,-5.696
-8.689,8.072,6.561
10.071,10.697,1.82
18.521,-8.139,0.251
-15.146,-5.921,2.491
-9.334,6.969,6.058
-16.383,2.018,-2.741
0.397,-5.62,-15.017
-0.01,-8.758,0.194
-14.63,-6.51,2.586
-24.297,-0.268,-12.476
-8.801,17.51,20.438
-1.352,7.582,-1.521
-17.057,12.525,10.387
2.753,-1.647,-19.96
27.909,-4.036,1.166
21.046,5.941,1.778
1.161,-12.8,6.971
5.207,12.265,-9.275
4.89,-2.421,-6.398
-8.334,6.926,3.031
0.898,7.285,-4.602
-6.584,14.28,15.718
16.732,1.369,9.137
17.653,-8.219,7.414
4.897,9.082,-5.577
4.387,-2.235,-5.247
11.628,1.0,-3.693
4.878,-4.589,-20.986
3.055,-17.016,1.231
-6.422,-12.891,-19.745
-17.123,-2.705,-7.023
-10.587,9.158,9.477
-7.372,9.506,22.987
-0.931,-1.594,2.961
-10.974,6.061,6.284
-4.59,-14.905,-5.144
-10.172,10.747,-0.015
-16.608,-6.551,2.345
0.049,10.827,7.496
4.149,-2.629,-18.688
-7.464,12.439,15.901
2.352,5.609,-2.803
17.331,-8.062,7.383
-21.427,-3.779,6.865
-22.321,-0.13,4.704
5.1,-6.072,-0.276
-12.31,-6.66,16.994
1.027,11.122,11.634
-15.48,-0.29,-0.322
-0.149,17.659,0.079
-4.645,9.372,11.478
-2.72,-0.369,-17.765
-19.432,2.301,5.719
-10.648,11.211,13.118
11.365,-6.509,0.862
-0.676,11.195,-7.44
-7.55,14.721,7.942
0.88,-0.385,2.002
-3.302,7.062,11.454
26.373,-9.501,-0.058
8.039,-0.974,3.188
-7.777,-12.11,-8.31
-8.148,-10.175,-10.428
-0.076,9.179,10.985
5.052,16.129,-9.061
3.582,10.76,-0.101
-6.841,-14.73,-14.856
-17.557,-3.976,-6.495
-19.271,-3.006,3.048
-16.538,-7.951,14.929
19.948,-2.191,0.443
5.991,11.978,-1.744
1.843,7.515,-5.638
-2.742,-7.587,-12.895
7.96,-1.365,-0.078
5.817,-3.327,-1.26
23.182,-6.799,-1.627
19.275,-9.742,4.95
3.6,13.601,-2.564
-11.784,-8.612,-3.731
10.754,0.991,-4.201
21.545,-9.56,1.593
-1.602,8.845,16.301
-13.927,14.093,7.354
-4.346,-2.644,12.536
15.635,-3.562,8.021
19.08,0.65,11.11
3.487,-9.846,8.027
10.963,14.512,-2.516
15.859,-1.47,10.254
-0.185,0.431,-7.811
4.963,7.466,-3.583
3.872,5.93,4.249
19.39,2.381,5.127
-25.673,-2.123,-4.755
-17.457,-4.761,14.533
-6.494,1.137,-3.897
-10.681,-7.329,-1.792
-1.049,18.844,1.671
2.541,14.78,-10.998
-4.222,1.456,10.476
-7.963,5.731,12.493
18.81,7.018,5.97
-4.277,-1.02,-6.227
-7.038,-9.459,13.645
0.329,4.422,-3.839
-9.583,0.984,-19.804
2.216,5.399,-0.635
18.622,4.947,0.138
23.022,5.331,6.863
-8.809,6.878,3.075
-6.434,13.535,15.062
-10.711,10.565,17.494
27.306,-5.469,-0.819
8.49,-0.939,-1.037
-0.898,-1.924,-24.39
-12.547,-11.542,18.198
-14.409,-7.902,15.891
1.812,-8.807,4.899
24.198,-2.067,0.241
18.99,6.023,7.421
5.621,4.81,-6.179
20.485,-7.904,-3.785
-9.659,5.987,8.661
-22.905,-0.967,2.513
9.305,7.715,-9.815
9.988,8.286,-8.837
17.098,3.764,3.956
12.881,7.559,-3.464
27.917,-5.124,-0.402
-17.743,-0.083,-3.185
20.448,-7.328,4.703
16.398,5.218,0.286
28.411,-6.945,-4.534
-8.807,6.333,5.987
4.404,3.752,-6.326
20.578,-11.049,-0.186
-19.216,-3.034,12.858
-15.081,-7.721,12.964
7.209,-1.454,-21.478
-5.848,-14.674,-11.357
2.393,2.182,18.568
6.742,11.011,3.757
15.752,-1.562,5.702
9.29,7.171,-7.016
-9.873,8.835,10.204
-13.709,-9.729,9.976
0.379,8.409,-5.664
-5.549,-9.467,1.936
20.53,-3.164,6.844
-0.305,6.064,9.091
-19.514,0.234,5.576
2.892,-6.19,-22.826
3.034,-10.293,-17.73
-4.894,-12.859,-14.705
1.126,-7.942,-16.803
-4.935,-10.734,-12.711
-2.359,-11.742,-13.434
1.555,-13.716,6.693
-1.045,6.232,-12.279
4.119,-4.635,-18.196
-16.091,-2.074,1.279
-6.219,0.807,-8.245
23.355,0.815,-4.831
-11.657,-9.203,11.046
29.013,-4.219,0.89
-4.646,-8.761,-13.451
-2.483,-0.205,2.014
0.103,13.655,0.263
9.292,15.629,0.099
24.065,-10.895,-0.765
5.767,2.573,10.692
19.082,-8.199,1.693
25.457,0.636,1.738
-20.37,-2.733,12.628
0.371,9.447,-5.473
-21.214,0.249,-8.242
24.668,3.418,-4.313
6.56,0.956,2.87
17.23,4.56,8.499
-3.925,13.461,-3.739
-18.867,-3.861,-10.605
-7.43,-14.555,-16.168
-13.396,0.607,-4.303
6.177,-13.236,-2.746
-4.72,-9.596,-20.985
3.871,-9.784,5.852
25.333,2.501,-3.927
1.432,15.912,0.783
-20.417,-6.291,-0.425
-13.251,-11.823,9.919
-16.648,-2.148,2.16
-3.185,-8.754,-8.637
4.99,-6.837,-1.125
-3.025,-7.032,-16.908
3.479,-7.825,-2.441
-19.117,-7.04,12.319
-2.563,11.23,3.032
-15.534,-4.205,15.363
-14.39,-2.978,8.989
-1.457,0.021,2.983
-18.585,-2.716,1.075
-16.393,-0.176,4.063
-8.917,-7.47,-15.0
1.66,-10.262,-15.157
-16.479,-5.444,-10.69
5.781,12.464,10.055
5.979,1.836,-7.188
7.895,-4.377,0.828
20.215,3.596,6.09
8.934,5.499,-9.98
-20.651,-7.589,-0.291
8.234,7.78,-14.082
17.903,-7.825,-3.529
-2.193,7.657,-3.837
-21.915,-1.297,-5.657
29.866,-3.359,-3.422
6.742,7.339,5.634
3.847,-3.675,-17.328
5.304,2.476,10.076
20.562,-9.675,-2.425
7.675,9.645,3.913
6.03,-13.68,-2.408
6.48,-1.64,-4.205
-16.943,4.36,13.008
9.629,3.708,-0.851
4.304,-2.395,-5.165
19.286,-0.543,3.539
0.802,9.6,-4.173
-13.327,-8.934,16.547
17.884,4.255,6.882
-12.192,6.208,11.55
-7.542,-1.176,-5.312
-14.409,-2.213,-7.785
3.538,-12.41,10.269
4.799,10.453,-7.112
-11.593,-8.599,-2.274
-8.055,18.161,18.873
-5.579,-11.648,-19.337
9.211,-3.538,4.104
-15.545,-6.531,1.968
4.87,14.818,3.471
21.868,-3.81,4.439
-18.817,-7.1,12.728
-11.654,-5.543,14.711
-15.799,-2.326,-9.08
-1.566,-3.502,-17.226
-18.89,2.026,-6.245
5.908,16.853,-3.597
4.374,-3.262,-5.471
-2.694,9.023,-2.149
0.015,9.286,-5.535
-7.251,13.405,5.838
-1.044,2.33,2.71
7.202,3.662,9.525
-2.715,-13.12,-16.511
6.746,-4.585,-5.981
26.552,-7.39,-3.905
-16.97,-2.851,1.135
-23.764,-0.155,-11.054
-9.791,-8.297,-18.325
-5.702,-6.149,-12.081
-21.291,-4.173,2.411
18.613,0.541,11.169
-6.169,-8.72,-7.177
-4.093,12.019,-16.685
18.335,-8.586,-0.564
20.301,6.607,6.235
9.601,-1.102,0.13
11.917,0.903,-4.748
-3.482,-0.083,-17.882
-2.285,5.512,12.88
5.916,13.576,0.833
1.111,-16.767,-8.221
-13.41,4.639,9.596
-3.308,7.013,11.564
21.086,4.302,8.871
2.223,17.792,-0.839
2.637,-15.322,-10.684
1.929,8.915,7.244
22.917,-0.947,4.822
-2.805,-9.576,-16.122
6.342,6.241,13.785
-9.521,12.541,14.557
1.235,-14.095,7.465
21.745,0.218,5.917
16.973,3.69,0.983
-2.144,8.944,-7.058
-2.178,-10.958,-9.17
-9.953,10.971,0.152
1.759,1.018,2.963
26.283,-0.088,1.659
5.825,18.168,-6.486
-14.615,13.641,8.814
0.14,17.554,0.058
27.188,-8.059,1.414
-16.889,2.517,-6.578
27.669,-1.034,-0.86
7.724,-8.463,-4.295
30.795,-1.806,-6.936
26.67,-2.932,-2.173
20.236,-7.471,0.229
-4.373,6.869,15.473
11.289,7.458,-3.264
16.649,0.082,10.413
-11.197,4.075,13.223
-16.141,-0.243,-11.429
-6.345,3.328,-9.665
-2.762,3.608,0.627
29.466,-4.583,-2.051
1.778,-0.494,-5.555
-7.896,-16.093,-8.7
10.727,2.705,-1.25
-4.88,14.887,9.808
-3.158,13.642,-12.978
19.922,-5.641,-5.172
-4.109,-7.194,-14.048
-6.321,0.804,-4.753
-10.667,13.342,16.597
8.826,-9.623,0.034
-0.466,6.157,-3.04
-0.739,-2.061,-24.312
5.078,19.501,-5.145
-14.238,-5.984,7.155
-2.048,-14.084,-10.576
-3.514,-10.942,-11.162
-15.425,-6.111,-5.837
-22.57,-1.176,-2.422
24.056,7.306,5.196
-5.852,-11.95,-19.034
11.898,9.375,-5.624
-12.426,-8.071,-2.583
-7.907,-6.601,-23.959
5.95,-6.439,-2.524
6.392,7.524,5.059
29.324,-1.537,-3.869
-4.361,-19.243,-9.619
-17.436,-4.718,-0.439
-4.675,-9.482,-10.262
-17.728,-4.993,14.494
-22.741,-0.997,4.069
3.421,18.912,1.37
23.192,2.207,1.08
-10.771,1.937,-17.814
-5.515,-3.647,8.309
-12.485,-6.622,-6.304
-17.461,13.163,4.858
-5.26,14.372,9.231
4.436,0.685,-11.164
6.585,-2.97,14.537
-1.712,-3.845,-17.838
-1.391,-16.496,-5.027
16.316,0.18,5.883
27.816,-5.76,-5.418
-0.814,16.049,0.896
16.972,-5.612,6.305
-15.918,-2.925,0.251
-5.884,4.213,19.732
-17.659,-1.667,11.301
-11.452,-9.903,8.141
-0.835,-3.652,-2.665
5.682,0.87,16.227
-14.374,9.28,10.067
-8.196,-2.624,7.367
-8.679,20.353,10.447
-8.549,1.772,13.061
0.3,-10.266,-9.591
25.78,0.244,-6.412
0.052,2.278,-1.799
-5.431,-12.646,-17.401
0.93,-18.485,-7.063
23.957,-5.559,-2.304
5.294,2.402,9.996
27.248,-7.177,2.494
1.861,18.405,-1.151
5.526,6.002,-0.141
-20.72,3.82,-6.134
5.419,1.377,-5.411
2.442,4.401,0.072
15.375,4.652,6.867
-16.9,-1.306,3.875
2.774,12.69,4.27
-18.166,1.673,8.819
-3.019,2.103,-7.574
7.673,7.164,6.481
8.491,1.754,-5.339
-14.507,-0.928,-7.516
-1.795,-10.941,-9.935
-21.225,-2.774,9.657
-10.397,14.409,15.334
-14.684,10.156,11.202
-0.241,1.509,1.721
2.75,-2.897,-15.637
-16.745,0.817,9.776
-8.154,8.619,23.45
-5.181,-13.873,-16.845
-8.69,7.179,10.508
-18.869,-3.952,-4.335
-14.603,-10.146,9.969
-0.029,11.287,17.342
-11.644,-11.016,16.749
1.038,16.359,-10.323
-1.902,-16.316,-6.622
18.597,-7.933,-2.864
-4.149,15.176,15.765
-5.871,-9.77,1.909
-10.212,-11.347,9.356
-10.335,-7.571,-12.563
-15.733,-2.654,2.125
3.146,2.158,-6.583
6.603,13.152,-0.775
-7.853,-0.48,7.991
3.216,7.944,-11.579
5.065,16.263,-8.998
-9.573,12.218,2.623
9.747,2.448,-6.163
10.051,-5.384,0.088
22.387,-4.218,5.084
8.687,-4.311,2.125
9.673,3.616,12.878
2.668,18.959,-10.97
6.912,-10.259,-23.494
-8.052,-13.448,-13.487
24.412,4.74,-5.273
-8.35,-10.337,13.499
-14.916,-2.82,-2.944
-9.442,11.617,2.344
-10.492,10.637,14.104
9.669,8.045,-3.321
5.589,2.42,7.235
-12.491,-9.736,16.403
3.797,9.135,-6.677
-6.869,19.828,11.123
-7.953,5.677,12.435
17.638,5.189,5.204
-14.522,-3.486,8.109
-2.571,8.735,11.089
2.601,-13.621,1.352
24.475,-2.749,6.869
-6.083,-13.046,-10.91
-4.752,-5.964,-16.921
-6.665,4.536,-9.837
-2.582,-5.567,-13.766
1.344,8.941,-7.973
-4.604,10.62,-3.886
11.711,14.436,-1.926
-3.201,12.59,-0.692
2.062,8.197,-7.501
-4.803,0.864,-18.101
-9.344,2.109,-18.93
20.698,-11.11,-0.146
1.477,-11.463,-19.267
-6.396,-4.56,-22.452
-3.403,-15.986,9.499
16.482,-3.479,4.363
-24.537,-2.012,-2.398
25.333,-0.73,3.675
18.868,-10.89,1.853
11.544,-6.774,0.68
-0.709,2.093,14.424
-10.74,-10.084,18.29
-11.366,14.752,11.192
-6.626,19.906,11.116
6.228,6.44,-9.365
-4.53,-11.129,-22.095
-8.896,13.114,21.044
-23.17,-4.679,-12.503
-17.592,0.926,-4.559
-13.597,5.974,14.705
20.535,4.014,2.21
16.735,1.868,3.75
-1.671,14.427,5.795
4.317,0.472,13.469
-1.694,-8.937,-18.599
-4.738,-14.613,-5.595
-20.381,-2.931,-12.187
-3.942,10.616,18.248
22.258,-5.835,-0.324
-6.7,-4.809,7.876
-19.062,-3.178,2.043
-14.573,17.374,6.88
-19.813,0.683,8.125
21.126,3.876,9.045
6.102,-1.954,-5.447
-1.292,-4.226,-17.697
6.042,8.319,-13.073
-17.303,-2.41,12.095
-8.002,-10.562,15.747
2.611,10.809,-8.883
15.784,7.998,3.086
5.893,14.85,-5.563
-4.777,13.658,13.724
-1.792,7.39,-0.207
27.197,-5.285,-4.371
-12.732,10.007,5.621
22.909,0.428,0.537
27.004,-10.501,-1.978
22.599,-12.141,3.876
1.722,13.923,-3.022
-6.514,-17.238,-9.369
-18.389,-0.156,3.114
-3.119,-17.958,7.496
21.89,-10.675,-2.152
-11.201,16.204,-0.336
1.776,13.288,0.019
29.408,-1.342,-4.06
19.206,0.075,6.708
-14.919,-8.661,16.087
-8.936,4.225,14.424
4.865,-8.517,-2.474
1.16,10.91,2.541
-22.852,1.58,-10.752
-15.49,-6.635,-9.146
-0.96,17.818,-10.618
0.182,-15.206,-11.092
1.573,12.019,1.423
-4.928,14.395,7.263
3.359,-9.032,3.037
5.808,7.087,9.045
-9.589,3.122,13.289
-21.227,-1.745,-7.154
5.937,10.954,-6.349
5.645,1.533,-4.758
-5.766,-2.673,-6.958
-22.054,-0.504,-3.471
2.317,8.273,6.188
2.499,4.163,-3.229
17.986,7.434,5.063
-8.117,-3.307,9.623
-5.331,-2.873,-17.585
15.02,-0.37,8.746
-6.067,8.743,5.561
-5.867,-17.792,9.098
3.694,10.83,-0.413
-11.956,-6.871,14.576
9.948,12.305,0.663
19.216,-6.135,6.537
-7.045,-9.867,2.535
-22.093,-4.366,11.404
-7.105,9.065,23.064
-8.272,5.992,6.011
-9.793,15.388,3.409
-25.381,-2.042,-4.851
-14.505,13.999,8.776
-6.907,14.117,15.002
3.044,-1.357,-19.837
-10.646,16.536,10.68
-7.981,12.497,5.845
4.263,4.171,-9.574
-17.4,-4.082,11.158
-9.673,8.78,10.317
1.307,9.021,4.739
-3.619,5.427,10.756
16.548,5.782,7.556
20.546,-1.253,6.446
14.535,-3.128,8.719
27.31,-2.654,0.088
-9.237,-8.105,-13.381
29.526,-1.764,-4.945
8.389,-6.3,-1.905
3.061,-14.016,4.95
-7.651,-9.798,-11.433
17.725,5.078,-0.146
-4.408,-19.12,-9.583
3.081,17.609,-0.027
16.562,5.003,5.679
4.873,-15.821,-0.301
-17.457,7.614,12.139
-5.484,10.745,4.434
-19.866,-0.495,8.31
-16.397,-5.708,11.064
-6.458,-16.572,-10.224
1.818,-6.684,-18.176
5.346,-7.95,-17.992
-22.227,1.911,-6.623
-21.849,-1.322,-2.303
-16.054,0.03,-8.274
18.216,1.055,2.871
-4.59,-8.795,1.811
-19.043,-8.026,13.059
23.035,-11.351,0.411
4.668,-6.025,0.517
-15.199,-9.148,8.849
26.724,-8.722,-2.495
10.538,7.013,-6.443
-11.563,12.083,16.608
-3.203,-14.61,-9.388
3.095,-1.357,-20.055
26.982,-8.338,1.517
22.077,-8.841,-0.24
-17.783,-2.91,1.872
-13.283,-7.612,-4.075
-4.429,7.839,15.624
11.815,3.311,-1.114
8.198,6.841,3.962
6.524,-7.462,-1.453
1.898,1.97,-1.989
2.376,4.689,15.193
21.594,4.75,3.56
-25.186,-1.859,-4.226
22.588,1.001,-3.091
-17.414,-8.061,4.358
-0.081,5.414,0.672
17.978,-3.276,8.777
5.929,14.743,8.852
22.178,1.338,-2.866
0.67,10.598,-9.266
-6.281,-13.533,-5.408
-11.09,12.658,6.952
7.498,7.276,6.515
-3.724,-5.682,-13.229
-9.319,1.065,12.684
5.225,-3.061,-19.714
9.548,4.058,12.425
18.605,-8.845,-4.419
-3.054,-15.448,5.112
-3.171,3.147,0.477
-0.1,-16.121,-13.733
-22.47,-2.651,1.684
-11.821,-8.758,10.121
-6.543,-11.171,1.414
-21.164,1.088,-5.719
23.184,-1.209,3.778
-11.491,-4.85,-1.023
-13.37,5.232,10.437
2.873,8.141,1.284
6.393,-2.006,3.887
-7.727,-0.867,-5.603
10.291,8.813,-6.565
7.205,13.007,2.981
19.851,3.607,6.264
-3.0,-1.922,-23.677
0.329,17.544,0.009
-18.819,0.371,0.515
-5.558,3.487,8.81
18.514,0.478,11.24
17.148,8.495,3.458
2.477,-0.474,-10.172
-18.021,-0.636,4.144
-16.733,-1.569,-1.826
-6.584,2.314,-5.506
-0.09,16.896,7.743
-9.518,15.207,20.104
-9.605,-0.088,-21.052
23.807,-0.03,-2.757
-11.11,12.785,13.836
19.434,-7.424,-4.199
-8.591,-13.777,-11.459
11.49,1.063,-4.043
23.119,2.863,1.832
-20.907,-1.672,7.885
5.105,9.844,3.845
0.873,5.024,17.681
-14.269,-3.547,3.121
-12.955,-7.44,-2.795
8.483,12.812,1.402
-16.113,-5.2,11.283
-13.414,-8.906,16.305
-9.513,-5.359,-20.092
-10.572,8.758,8.586
-20.41,1.535,-9.43
-15.665,-2.851,2.185
-5.776,-7.738,-2.541
-10.597,-9.922,18.545
1.653,-9.271,-22.082
7.883,-0.527,3.739
-2.547,-7.66,-12.577
5.019,-3.427,0.712
-7.146,-5.37,-24.462
20.74,3.438,4.839
26.957,-7.788,2.719
1.144,-12.624,9.1
-4.622,2.806,19.255
3.511,13.936,2.492
-7.391,-11.405,-14.985
6.434,-1.855,-20.764
2.685,4.947,10.502
5.598,7.592,3.6
-1.829,9.599,13.124
-5.978,-12.17,-4.99
5.132,7.395,-11.227
1.817,4.552,-2.646
-17.163,-6.337,12.394
4.735,-5.754,-3.27
3.443,-0.592,-9.412
-16.745,12.02,10.583
-6.078,1.259,-12.121
1.962,10.138,3.938
-19.821,-2.916,6.24
-14.121,-10.89,9.329
-2.446,7.117,-0.119
2.942,-2.489,-6.786
19.995,-7.427,-4.189
7.893,-0.729,3.13
0.333,-6.162,-17.299
0.763,-12.628,2.277
0.27,-1.309,4.502
-9.124,11.466,4.836
0.952,5.178,12.739
-19.448,1.212,-9.721
-22.53,-1.079,-14.934
-3.084,-8.302,-12.351
-16.035,0.978,-9.481
5.437,-11.991,-12.559
21.341,-1.583,6.191
5.007,-9.131,6.165
9.508,0.895,-6.015
6.244,-5.149,-17.267
-14.951,-7.769,-4.697
16.653,4.568,6.301
-16.704,-2.341,12.769
19.756,5.32,3.155
